Slab Width,Slab Length,AL,B,C,CA,NB,CR,CU,MN,MO,N,NI,P,S,SI,TI,V,Reheating Furnace Exit Temp,Finishing Temp,Coiling Temp,FM Exit Thickness,Coil Outr Dia,Avg line speed,weld pressure,Reduction Ratio,ACL-Thickness,ACL-Width,ACL-Length,O2 in Heating Element Furnace,Radiant Tube Furnace Dewpoint,After Tube Cooling Dewpoint,Rapid Jet Cooling Dewpoint,Coating Thickness,Drying Furnace Press,B50,Hardness,Coreloss-Before Aging,Coreloss After Aging,Permeability
1315.0,9500.0,0.252,0.0002,0.0018,0.001,0.0003,0.02,0.008,0.24,0.0008,0.0026,0.008,0.036,0.0046,0.988,0.0014,0.0003,1140.0,892.5996,679.6087,2.700001,1717.072,104.175,849.0,0.814814883,0.5,1215.0,363.316,1.210486,-1.956,-27.941,-15.1623,0.87,-6.516,1.73,134.0,4.52,4.52,1889.0
1315.0,9500.0,0.269,0.0002,0.0016,0.001,0.0004,0.02,0.008,0.21,0.0012,0.0013,0.008,0.04,0.0056,1.049,0.0013,0.0005,1140.0,877.874,675.3805,2.700001,1702.788,100.057,845.0,0.814814883,0.5,1200.0,184.713,1.202717,-19.267,-23.736,-13.99187,0.89,-5.997,1.74,134.0,4.48,4.48,2043.0
1315.0,9500.0,0.247,0.0001,0.0025,0.001,0.0003,0.02,0.008,0.27,0.0008,0.0026,0.008,0.041,0.0064,0.982,0.0013,0.0004,1140.0,894.161,679.5236,2.7000012,1715.794,101.406,848.0,0.814814897,0.5,1230.0,3966.651,1.208779,-18.826,-26.354,-8.954317,0.81,-6.525,1.74,136.0,4.42,4.42,2146.0
1315.0,9500.0,0.27,0.0002,0.002,0.001,0.0004,0.02,0.008,0.27,0.002,0.002,0.008,0.033,0.005,1.035,0.0013,0.0003,1140.0,889.27686,678.269,2.7000015,1713.621,99.13,841.0,0.814814918,0.5,1185.0,209.274,1.204532,-20.401,-15.702,-10.26962,0.74,-6.004,1.74,135.0,4.53,4.53,2164.0
1315.0,9500.0,0.269,0.0002,0.0016,0.001,0.0004,0.02,0.008,0.21,0.0012,0.0013,0.008,0.04,0.0056,1.049,0.0013,0.0005,1140.0,877.0571,680.3043,2.7000008,1715.4,106.895,847.0,0.81481487,0.5,1230.0,3981.565,1.215914,-3.119,-27.125,-13.64904,0.9,-6.473,1.73,136.0,4.39,4.41,2003.0
1315.0,9500.0,0.269,0.0002,0.0016,0.001,0.0004,0.02,0.008,0.21,0.0012,0.0013,0.008,0.04,0.0056,1.049,0.0013,0.0005,1140.0,890.39056,683.31366,2.7000003,1714.462,101.139,847.0,0.814814835,0.5,1185.0,763.283,1.19478,-19.441,-10.14,-4.265584,0.8,-5.99,1.73,137.0,4.49,4.49,2045.0
1315.0,9500.0,0.257,0.0002,0.0018,0.001,0.0004,0.02,0.008,0.23,0.0017,0.0016,0.008,0.037,0.0044,0.951,0.0012,0.0004,1140.0,892.39307,681.8183,2.7000003,1706.095,99.881,852.0,0.814814835,0.5,1185.0,191.24,1.198519,-20.335,-27.071,-15.1269,0.89,-6.004,1.74,131.0,4.66,4.66,2113.0
1315.0,9500.0,0.247,0.0001,0.0025,0.001,0.0003,0.02,0.008,0.27,0.0008,0.0026,0.008,0.041,0.0064,0.982,0.0013,0.0004,1140.0,886.30493,683.33777,2.700001,953.798,107.411,841.0,0.814814883,0.5,1210.0,1108.386,1.244825,-18.7,-21.756,-11.61788,0.82,-6.472,1.74,131.0,4.42,4.44,2081.0
1315.0,9500.0,0.257,0.0002,0.0018,0.001,0.0004,0.02,0.008,0.23,0.0017,0.0016,0.008,0.037,0.0044,0.951,0.0012,0.0004,1140.0,889.1264,680.7032,2.7000012,1700.513,98.145,848.0,0.814814897,0.5,153.0,789.972,1.19852,3.759,-18.557,-8.839414,5.5,-8.006,1.73,133.0,4.38,4.4,2021.0
1315.0,9500.0,0.252,0.0002,0.0018,0.001,0.0003,0.02,0.008,0.24,0.0008,0.0026,0.008,0.036,0.0046,0.988,0.0014,0.0003,1140.0,881.9326,680.8948,2.700001,1268.065,93.799,850.0,0.814814883,0.5,1185.0,1005.688,1.207765,-20.588,-10.395,0.2588624,0.84,-5.997,1.74,132.0,4.59,4.59,2232.0
1315.0,9500.0,0.252,0.0002,0.0018,0.001,0.0003,0.02,0.008,0.24,0.0008,0.0026,0.008,0.036,0.0046,0.988,0.0014,0.0003,1140.0,889.5227,682.1204,2.7000012,1707.644,99.362,843.0,0.814814897,0.5,1185.0,188.724,1.21252,-19.811,-26.318,-15.90639,0.8,-6.021,1.74,129.0,4.39,4.39,2138.0
1315.0,9500.0,0.252,0.0002,0.0018,0.001,0.0003,0.02,0.008,0.24,0.0008,0.0026,0.008,0.036,0.0046,0.988,0.0014,0.0003,1140.0,889.9058,679.1199,2.7000005,1706.673,102.864,843.0,0.814814849,0.5,1200.0,876.433,1.173477,-7.858,-4.138,5.538797,1.3,-6.982,1.75,136.0,4.3,4.3,2276.0
1315.0,9500.0,0.27,0.0002,0.002,0.001,0.0004,0.02,0.008,0.27,0.002,0.002,0.008,0.033,0.005,1.035,0.0013,0.0003,1140.0,902.07947,686.0082,2.700001,1671.139,98.411,847.0,0.814814883,0.5,206.0,1278.495,1.227312,-22.465,-37.108,-17.3692,1.7,-7.007,1.75,135.0,4.25,4.85,2259.0
1315.0,9500.0,0.27,0.0002,0.002,0.001,0.0004,0.02,0.008,0.27,0.002,0.002,0.008,0.033,0.005,1.035,0.0013,0.0003,1140.0,887.7553,682.4771,2.7000017,983.145,101.286,845.0,0.814814931,0.5,1224.0,171.933,1.229312,3.555,-17.426,-13.43051,0.77,-5.999,1.74,139.0,4.41,4.42,2054.0
1325.0,9500.0,0.001,0.0001,0.0014,0.0001,0.0002,0.025,0.004,0.19,0.001,0.0014,0.007,0.051,0.005,0.663,0.0006,0.0005,1140.0,855.5442,680.6813,2.8000016,1090.349,97.84,849.0,0.821428673,0.5,1183.0,203.951,1.161034,-20.572,-5.84,6.469256,1.8,-7.217,1.74,128.0,5.68,5.68,2047.0
1325.0,9500.0,0.001,0.0001,0.002,0.0002,0.0002,0.025,0.005,0.18,0.001,0.0014,0.007,0.053,0.005,0.676,0.0002,0.0004,1140.0,850.8196,676.53314,2.800001,959.079,105.923,849.0,0.821428635,0.5,1175.0,1039.503,1.199977,-1.442,1.628,11.25554,0.83,-6.507,1.74,125.0,5.61,5.63,2090.0
1325.0,9500.0,0.001,0.0001,0.002,0.0002,0.0002,0.025,0.005,0.18,0.001,0.0014,0.007,0.053,0.005,0.676,0.0002,0.0004,1140.0,849.7875,678.72437,2.8000004,1735.532,101.887,842.0,0.821428597,0.5,342.0,1048.768,1.24072,-20.117,-27.789,-13.72421,1.78,-7.302,1.73,122.0,5.46,5.46,1972.0
1325.0,9500.0,0.001,0.0001,0.002,0.0002,0.0002,0.025,0.005,0.18,0.001,0.0014,0.007,0.053,0.005,0.676,0.0002,0.0004,1140.0,853.01465,679.1234,2.8000004,1094.814,97.804,846.0,0.821428597,0.5,1183.0,1477.42,1.190737,-20.977,-7.525,5.848557,1.8,-7.228,1.74,126.0,5.18,5.23,2144.0
1325.0,9500.0,0.001,0.0001,0.0014,0.0001,0.0002,0.025,0.004,0.19,0.001,0.0014,0.007,0.051,0.005,0.663,0.0006,0.0005,1140.0,848.7945,678.8438,2.8000002,1722.794,101.402,849.0,0.821428584,0.5,342.0,952.747,1.214772,-20.972,-27.633,-14.81156,1.7,-7.197,1.74,126.0,5.43,5.47,2152.0
1325.0,9500.0,0.001,0.0001,0.0014,0.0001,0.0002,0.025,0.004,0.19,0.001,0.0014,0.007,0.051,0.005,0.663,0.0006,0.0005,1140.0,857.70685,683.6151,2.8,1738.604,92.387,840.0,0.821428571,0.5,265.0,1294.026,1.161867,-11.631,-10.419,-1.45728,0.71,-6.693,1.75,124.0,5.61,5.71,2171.0
1325.0,9500.0,0.001,0.0001,0.002,0.0002,0.0002,0.025,0.005,0.18,0.001,0.0014,0.007,0.053,0.005,0.676,0.0002,0.0004,1140.0,855.6773,679.3513,2.8000004,1095.639,98.238,852.0,0.821428597,0.5,1183.0,1480.257,1.162515,-19.49,-4.899,6.828643,1.7,-7.283,1.74,127.0,5.13,5.16,2160.0
1325.0,9500.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,849.6773,679.6756,2.8000014,1094.293,98.028,846.0,0.821428661,0.5,1183.0,1475.628,1.159179,-19.014,-4.38,5.911118,1.7,-7.345,1.74,132.0,4.8,4.82,2134.0
1325.0,9200.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,850.971,680.8622,2.8000007,1082.982,98.085,853.0,0.821428616,0.5,1183.0,1119.899,1.165605,-16.67,-3.807,6.097081,1.8,-7.325,1.74,130.0,4.79,4.81,2113.0
1325.0,9200.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,856.2408,678.96,2.8000014,953.525,105.834,841.0,0.821428661,0.5,1175.0,1022.817,1.218529,-3.046,0.622,10.78454,0.78,-6.527,1.74,126.0,5.16,5.18,2193.0
1325.0,9500.0,0.001,0.0001,0.0014,0.0001,0.0002,0.025,0.004,0.19,0.001,0.0014,0.007,0.051,0.005,0.663,0.0006,0.0005,1140.0,853.13586,679.2414,2.8,1734.547,102.597,849.0,0.821428571,0.5,1165.0,625.461,1.234304,-22.88,-22.074,-16.5705,1.6,-6.995,1.74,125.0,5.74,5.8,2009.0
1325.0,7360.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,848.38513,681.0656,2.7999985,1548.105,102.107,841.0,0.821428476,0.5,193.0,1054.398,1.211039,-20.833,-33.045,-13.74449,1.6,-6.752,1.75,124.0,5.16,5.16,2280.0
1325.0,9200.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,849.26105,680.0466,2.7999995,1705.493,106.803,843.0,0.82142854,0.5,258.0,964.021,1.255691,-19.976,-26.594,-14.28902,1.8,-6.734,1.75,132.0,5.47,5.52,2259.0
1325.0,9500.0,0.001,0.0001,0.0014,0.0001,0.0002,0.025,0.004,0.19,0.001,0.0014,0.007,0.051,0.005,0.663,0.0006,0.0005,1140.0,851.4813,679.41956,2.800001,1740.566,98.026,843.0,0.821428635,0.5,135.5,820.761,1.206493,-19.613,-7.178,6.034552,1.7,-7.052,1.75,125.0,5.92,5.92,2088.0
1325.0,9500.0,0.001,0.0001,0.002,0.0002,0.0002,0.025,0.005,0.18,0.001,0.0014,0.007,0.053,0.005,0.676,0.0002,0.0004,1140.0,852.9215,675.978,2.8000002,1738.902,105.306,841.0,0.821428584,0.5,1165.0,1130.204,1.224686,-23.139,-24.466,-17.38075,1.5,-6.836,1.74,125.0,5.33,5.41,2133.0
1325.0,9500.0,0.001,0.0001,0.0014,0.0001,0.0002,0.025,0.004,0.19,0.001,0.0014,0.007,0.051,0.005,0.663,0.0006,0.0005,1140.0,849.5433,679.4474,2.7999995,1098.043,101.807,848.0,0.82142854,0.5,1165.0,1112.927,1.213955,-23.885,-24.426,-16.08974,1.6,-6.937,1.74,126.0,5.66,5.69,2046.0
1325.0,9500.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,854.90814,679.91943,2.8000007,1436.979,105.323,843.0,0.821428616,0.5,1165.0,1297.285,1.225635,-22.583,-25.534,-17.42772,1.7,-6.811,1.74,125.0,5.05,5.11,2158.0
1325.0,9480.0,0.002,0.0001,0.0012,0.0002,0.0002,0.021,0.006,0.2,0.001,0.0011,0.007,0.047,0.0047,0.72,0.0005,0.0005,1140.0,851.54926,679.00714,2.7999988,1089.359,103.007,844.0,0.821428495,0.5,1165.0,1390.23,1.204533,-23.061,-26.099,-16.32772,1.6,-6.567,1.73,126.0,5.18,5.23,1988.0
1325.0,9500.0,0.001,0.0001,0.002,0.0002,0.0002,0.025,0.005,0.18,0.001,0.0014,0.007,0.053,0.005,0.676,0.0002,0.0004,1140.0,846.30804,680.2337,2.7999997,1730.505,103.619,842.0,0.821428552,0.5,1165.0,1362.675,1.218846,-23.279,-23.63,-17.56787,1.6,-6.949,1.74,124.0,5.12,5.18,2157.0
1285.0,7300.0,0.244,0.0002,0.0018,0.001,0.0002,0.019,0.008,0.25,0.001,0.0023,0.008,0.034,0.0054,0.999,0.0013,0.0002,1140.0,883.597,680.95844,2.6999977,1088.444,95.898,851.0,0.814814657,0.5,1205.0,1312.155,1.240063,-20.084,-27.002,-7.539426,0.85,-6.021,1.73,135.0,4.48,4.49,1938.0
1285.0,7300.0,0.244,0.0002,0.0018,0.001,0.0002,0.019,0.008,0.25,0.001,0.0023,0.008,0.034,0.0054,0.999,0.0013,0.0002,1140.0,898.986,682.33716,2.6999993,950.23,101.922,844.0,0.814814767,0.5,1200.0,212.102,1.188919,-19.35,-30.412,-12.42777,0.74,-6.505,1.73,130.0,4.55,4.55,1970.0
1285.0,9500.0,0.248,0.0002,0.003,0.001,0.0003,0.02,0.008,0.24,0.001,0.0039,0.009,0.036,0.0065,1.014,0.0013,0.0004,1140.0,910.3986,683.1751,2.6999996,1545.063,101.07,841.0,0.814814787,0.5,1241.0,3344.468,1.260694,-20.162,-18.299,-3.714061,1.63,-7.503,1.75,133.0,4.73,4.73,2153.0
1285.0,9100.0,0.244,0.0002,0.0018,0.001,0.0002,0.019,0.008,0.25,0.001,0.0023,0.008,0.034,0.0054,0.999,0.0013,0.0002,1140.0,885.38293,680.5498,2.7000017,1040.599,90.166,848.0,0.814814931,0.5,1205.0,1187.409,1.168761,-11.071,-5.268,1.666095,0.74,-6.196,1.74,132.0,4.63,4.63,2050.0
1285.0,9100.0,0.244,0.0002,0.0018,0.001,0.0002,0.019,0.008,0.25,0.001,0.0023,0.008,0.034,0.0054,0.999,0.0013,0.0002,1140.0,897.0443,681.5287,2.7000005,1211.889,97.286,840.0,0.814814849,0.5,1205.0,183.947,1.224108,1.382,-31.099,-14.67794,0.89,-6.536,1.72,133.0,4.47,4.49,1900.0
1285.0,9100.0,0.244,0.0002,0.0018,0.001,0.0002,0.019,0.008,0.25,0.001,0.0023,0.008,0.034,0.0054,0.999,0.0013,0.0002,1140.0,900.9148,682.043,2.700001,1048.024,102.397,841.0,0.814814883,0.5,1205.0,1216.376,1.209203,0.066,-30.785,-16.98201,0.85,-6.514,1.74,133.0,4.54,4.54,2084.0
1285.0,9500.0,0.248,0.0002,0.003,0.001,0.0003,0.02,0.008,0.24,0.001,0.0039,0.009,0.036,0.0065,1.014,0.0013,0.0004,1140.0,903.20984,682.0653,2.700001,1048.53,102.563,844.0,0.814814883,0.5,1205.0,180.564,1.230908,3.197,-30.96,-17.85457,0.8,-6.473,1.72,134.0,4.62,4.64,1802.0
1285.0,9500.0,0.25,0.0002,0.0019,0.001,0.0002,0.02,0.008,0.24,0.001,0.0022,0.008,0.034,0.0054,1.008,0.0013,0.0003,1140.0,890.1513,678.575,2.7000024,1055.726,97.934,840.0,0.814814979,0.5,1205.0,189.867,1.204364,-4.253,-13.533,-7.520126,0.83,-7.033,1.73,137.0,4.5,4.5,1946.0
1285.0,9500.0,0.248,0.0002,0.003,0.001,0.0003,0.02,0.008,0.24,0.001,0.0039,0.009,0.036,0.0065,1.014,0.0013,0.0004,1140.0,903.2355,680.6002,2.7000015,1067.581,101.442,849.0,0.814814918,0.5,1185.0,1085.759,1.238278,-17.728,-25.477,-12.18006,0.85,-6.518,1.72,134.0,4.54,4.56,1754.0
1285.0,9500.0,0.25,0.0002,0.0019,0.001,0.0002,0.02,0.008,0.24,0.001,0.0022,0.008,0.034,0.0054,1.008,0.0013,0.0003,1140.0,899.4711,680.455,2.7000024,1043.819,97.09,849.0,0.814814979,0.5,1205.0,189.867,1.210864,1.829,-26.531,-9.833181,0.82,-6.507,1.73,132.0,4.55,4.59,1937.0
1285.0,9500.0,0.248,0.0002,0.003,0.001,0.0003,0.02,0.008,0.24,0.001,0.0039,0.009,0.036,0.0065,1.014,0.0013,0.0004,1140.0,889.23004,680.56726,2.7000024,1043.332,102.577,849.0,0.814814979,0.5,1205.0,1295.452,1.222489,3.235,-30.435,-14.91767,0.74,-6.454,1.72,135.0,4.71,4.75,1800.0
1285.0,9500.0,0.25,0.0002,0.0019,0.001,0.0002,0.02,0.008,0.24,0.001,0.0022,0.008,0.034,0.0054,1.008,0.0013,0.0003,1140.0,893.2625,679.76807,2.700003,1071.285,96.855,841.0,0.814815021,0.5,1200.0,1261.996,1.211764,-21.673,-36.025,-14.80882,1.8,-7.015,1.74,136.0,4.19,4.19,1934.0
1285.0,9500.0,0.266,0.0002,0.0014,0.001,0.0002,0.02,0.008,0.24,0.001,0.0028,0.008,0.043,0.0049,1.018,0.0014,0.0004,1140.0,892.8778,680.07153,2.700002,926.463,94.03,850.0,0.814814952,0.5,1200.0,942.903,1.213701,-11.435,-13.854,1.022019,0.84,-6.488,1.72,132.0,4.29,4.29,1683.0
1285.0,9500.0,0.266,0.0002,0.0014,0.001,0.0002,0.02,0.008,0.24,0.001,0.0028,0.008,0.043,0.0049,1.018,0.0014,0.0004,1140.0,893.0082,679.5441,2.700002,964.164,100.425,850.0,0.814814952,0.5,1200.0,211.04,1.239746,-18.348,-25.647,-14.04237,0.85,-6.879,1.73,135.0,4.56,4.57,1985.0
1285.0,9500.0,0.266,0.0002,0.0014,0.001,0.0002,0.02,0.008,0.24,0.001,0.0028,0.008,0.043,0.0049,1.018,0.0014,0.0004,1140.0,890.91125,679.77515,2.7000031,1695.331,95.578,851.0,0.814815027,0.5,1200.0,1302.335,1.234876,-4.467,-17.459,-12.86831,0.71,-6.664,1.73,133.0,4.17,4.22,1953.0
1285.0,9500.0,0.25,0.0002,0.0019,0.001,0.0002,0.02,0.008,0.24,0.001,0.0022,0.008,0.034,0.0054,1.008,0.0013,0.0003,1140.0,898.4278,681.7168,2.700002,1069.358,102.881,843.0,0.814814952,0.5,1200.0,1390.881,1.162084,-6.203,-3.327,4.616681,1.33,-7.006,1.75,137.0,4.25,4.25,2228.0
1285.0,9500.0,0.266,0.0002,0.0014,0.001,0.0002,0.02,0.008,0.24,0.001,0.0028,0.008,0.043,0.0049,1.018,0.0014,0.0004,1140.0,889.53705,679.83966,2.7000017,953.11,95.904,853.0,0.814814931,0.5,1200.0,201.699,1.201684,-18.277,-24.13,-8.718734,0.86,-6.525,1.73,134.0,4.58,4.6,1951.0
1285.0,9500.0,0.266,0.0002,0.0014,0.001,0.0002,0.02,0.008,0.24,0.001,0.0028,0.008,0.043,0.0049,1.018,0.0014,0.0004,1140.0,891.5529,679.485,2.7000031,1706.067,103.056,845.0,0.814815027,0.5,1200.0,1242.038,1.160755,-7.459,-3.797,4.317085,1.3,-6.999,1.75,138.0,4.38,4.38,2168.0
1285.0,9500.0,0.248,0.0002,0.003,0.001,0.0003,0.02,0.008,0.24,0.001,0.0039,0.009,0.036,0.0065,1.014,0.0013,0.0004,1140.0,895.0668,681.68756,2.7000022,1698.755,103.0,844.0,0.814814966,0.5,1200.0,1078.556,1.159608,-6.466,-3.85,4.020221,1.3,-6.99,1.74,137.0,4.38,4.38,2183.0
1285.0,9500.0,0.244,0.0002,0.0018,0.001,0.0002,0.019,0.008,0.25,0.001,0.0023,0.008,0.034,0.0054,0.999,0.0013,0.0002,1140.0,897.0603,681.85406,2.7000024,1071.275,93.371,849.0,0.814814979,0.5,1200.0,184.713,1.214741,-17.487,-17.064,-5.714272,0.75,-6.494,1.73,132.0,4.76,4.76,2030.0
1285.0,9500.0,0.266,0.0002,0.0014,0.001,0.0002,0.02,0.008,0.24,0.001,0.0028,0.008,0.043,0.0049,1.018,0.0014,0.0004,1140.0,888.5734,680.30145,2.7000027,1720.858,102.052,851.0,0.814815,0.5,153.0,775.539,1.225245,3.93,-21.703,-6.02782,4.7,-8.028,1.73,132.0,4.39,4.39,1879.0
1285.0,9500.0,0.248,0.0002,0.003,0.001,0.0003,0.02,0.008,0.24,0.001,0.0039,0.009,0.036,0.0065,1.014,0.0013,0.0004,1140.0,884.8813,685.9564,2.7000034,1700.55,97.419,848.0,0.814815048,0.5,1200.0,4137.175,1.202673,-20.336,-39.329,-21.90847,1.36,-6.21,1.74,131.0,4.4,4.4,2098.0
1285.0,9500.0,0.25,0.0002,0.0019,0.001,0.0002,0.02,0.008,0.24,0.001,0.0022,0.008,0.034,0.0054,1.008,0.0013,0.0003,1140.0,887.8385,681.8919,2.700002,1060.431,99.406,850.0,0.814814952,0.5,1185.0,176.946,1.216329,-13.833,-11.741,-5.617125,0.83,-6.538,1.73,134.0,4.5,4.51,1917.0
1285.0,9500.0,0.25,0.0002,0.0019,0.001,0.0002,0.02,0.008,0.24,0.001,0.0022,0.008,0.034,0.0054,1.008,0.0013,0.0003,1140.0,885.3847,683.48865,2.700003,1059.75,100.258,849.0,0.814815021,0.5,1185.0,203.177,1.250049,-16.375,-18.953,-9.251816,0.84,-6.464,1.73,133.0,4.53,4.57,1885.0
1290.0,9450.0,0.222,0.0002,0.0022,0.001,0.0003,0.02,0.007,0.26,0.001,0.0017,0.007,0.074,0.0065,0.725,0.001,0.0015,1140.0,890.6827,676.88293,2.8000019,1682.366,102.971,847.0,0.821428693,0.5,1200.0,1248.62,1.223491,-2.982,-30.815,-14.50833,0.82,-6.515,1.71,127.0,4.85,5.12,1728.0
1290.0,7300.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,901.2513,682.6826,2.8000045,961.726,101.697,849.0,0.821428858,0.5,1200.0,965.605,1.214669,-5.235,-32.628,-14.88618,0.82,-6.489,1.73,130.0,4.79,4.84,2022.0
1290.0,9300.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,902.11444,675.13434,2.8000033,1689.284,99.132,847.0,0.821428782,0.5,1200.0,1138.429,1.229859,-5.5,-32.816,-16.09936,0.81,-6.491,1.73,129.0,4.8,4.83,1964.0
1290.0,9500.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,900.4468,674.70703,2.8000042,1695.167,101.851,842.0,0.821428839,0.5,237.0,1292.585,1.21159,-17.499,-14.853,-8.866467,0.86,-7.006,1.73,133.0,5.0,5.0,2034.0
1290.0,9450.0,0.244,0.0002,0.0019,0.001,0.0002,0.02,0.006,0.26,0.001,0.0017,0.007,0.072,0.0065,0.724,0.0009,0.0015,1140.0,905.1309,679.7568,2.800002,951.472,95.377,843.0,0.821428699,0.5,1200.0,927.389,1.190597,2.297,-18.324,-2.114836,0.81,-6.533,1.74,130.0,4.84,4.88,2090.0
1290.0,9450.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,894.5419,677.9005,2.8000026,948.906,102.486,848.0,0.821428737,0.5,1200.0,180.679,1.236191,-0.11,-32.105,-19.80795,0.76,-6.457,1.72,128.0,4.76,4.78,1933.0
1290.0,9470.0,0.244,0.0002,0.0019,0.001,0.0002,0.02,0.006,0.26,0.001,0.0017,0.007,0.072,0.0065,0.724,0.0009,0.0015,1140.0,911.0789,682.56665,2.800002,949.626,100.01,847.0,0.821428699,0.5,1200.0,1011.162,1.222818,-4.164,-19.746,-6.197987,0.68,-6.541,1.73,130.0,5.1,5.26,2023.0
1290.0,9500.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,902.16956,680.3029,2.8000011,1699.27,98.062,846.0,0.821428642,0.5,1200.0,938.217,1.241185,-3.884,-22.691,-14.22526,0.68,-6.546,1.73,131.0,4.93,4.96,1969.0
1290.0,9470.0,0.244,0.0002,0.0019,0.001,0.0002,0.02,0.006,0.26,0.001,0.0017,0.007,0.072,0.0065,0.724,0.0009,0.0015,1140.0,900.2501,679.3829,2.8000026,950.558,98.592,846.0,0.821428737,0.5,1200.0,901.062,1.248509,2.99,-12.616,-9.620744,0.71,-5.864,1.72,129.0,4.74,4.78,1843.0
1290.0,9500.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,909.74384,682.94653,2.8000019,959.477,102.335,842.0,0.821428693,0.5,1200.0,987.261,1.228682,1.242,-29.556,-18.2924,0.81,-6.479,1.73,129.0,4.91,4.94,1977.0
1290.0,9230.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,903.84894,681.1107,2.8000019,955.346,100.217,847.0,0.821428693,0.5,1200.0,950.531,1.194316,-3.432,-24.532,-15.87529,0.8,-6.538,1.73,130.0,4.73,4.77,1973.0
1290.0,9460.0,0.222,0.0002,0.0022,0.001,0.0003,0.02,0.007,0.26,0.001,0.0017,0.007,0.074,0.0065,0.725,0.001,0.0015,1140.0,904.7174,680.8688,2.7000046,1068.665,95.684,850.0,0.81481513,0.5,1200.0,1154.989,1.231641,-22.549,-19.104,-5.619109,0.78,-6.468,1.72,132.0,4.95,5.31,1826.0
1290.0,9250.0,0.27,0.0002,0.002,0.001,0.0002,0.02,0.007,0.27,0.001,0.0014,0.007,0.077,0.0058,0.745,0.0012,0.0009,1140.0,906.7782,678.7354,2.7000012,1680.79,105.038,842.0,0.814814897,0.5,1200.0,825.053,1.22548,-19.494,-33.019,-15.81521,0.79,-6.502,1.73,132.0,4.66,4.67,2033.0
1290.0,9450.0,0.244,0.0002,0.0019,0.001,0.0002,0.02,0.006,0.26,0.001,0.0017,0.007,0.072,0.0065,0.724,0.0009,0.0015,1140.0,906.6444,680.43567,2.7000022,1066.56,93.104,850.0,0.814814966,0.5,1200.0,1268.577,1.222678,-19.337,-12.434,5.637599,0.81,-6.976,1.73,130.0,4.79,4.8,2026.0
1290.0,9440.0,0.222,0.0002,0.0022,0.001,0.0003,0.02,0.007,0.26,0.001,0.0017,0.007,0.074,0.0065,0.725,0.001,0.0015,1140.0,905.3911,678.02496,2.7000046,1069.303,94.186,849.0,0.81481513,0.5,1200.0,1192.144,1.258455,-8.026,-19.179,-11.70896,0.77,-6.527,1.72,134.0,5.02,5.07,1797.0
1290.0,9460.0,0.222,0.0002,0.0022,0.001,0.0003,0.02,0.007,0.26,0.001,0.0017,0.007,0.074,0.0065,0.725,0.001,0.0015,1140.0,908.55835,679.9097,2.7000012,1679.436,101.876,852.0,0.814814897,0.5,1200.0,872.611,1.198249,-19.98,-32.754,-14.73137,0.79,-6.51,1.73,137.0,5.04,5.6,1981.0
1290.0,9460.0,0.244,0.0002,0.0019,0.001,0.0002,0.02,0.006,0.26,0.001,0.0017,0.007,0.072,0.0065,0.724,0.0009,0.0015,1140.0,904.25214,680.1808,2.700003,1072.026,105.395,840.0,0.814815021,0.5,1200.0,1461.571,1.214683,-19.052,-32.129,-16.18219,0.81,-6.485,1.73,130.0,4.86,4.89,1957.0
